node_id,parent_id,concept.ko,concept.en,aliases,definition,logic,examples.name,examples.description,tips,prerequisites.ko,prerequisites.en
99,,초급 화성학,Elementary Harmony,기초 화성학; 입문 화성; Basic Harmony,"초급 화성학은 음악에서 화음과 그 기능, 화성 진행의 원리를 기초적으로 배우는 이론 분야입니다.","다이아토닉 코드, 코드 펑션(기능), 기본적인 화성진행 패턴, 전위, 가이드톤 등 음악 작곡이나 연주에 필수적인 기초를 다집니다.; 초급 화성학을 통해 음악적 구조를 이해하고, 스스로 음악을 분석하거나 작곡하는 데 토대를 마련할 수 있습니다.",다이아토닉,,"코드의 이름과 역할(토닉, 도미넌트 등) 및 진행 원리를 이해하는 것이 중요합니다.; 여러 키로 연습해보면 화성학적인 이해도가 더 높아집니다.; 상대적 접근법을 활용하여 학습하는 것이 이해하기 쉽습니다.",음정; 스케일; 코드; 상대적 접근법,Interval; Scale; Chord; Relative Approch
100,1,다이아토닉,Diatonic,다이어토닉; 다이아토닉 코드; Diatonic Chord,다이아토닉은 한 조성에 포함되는 7개의 스케일 음과 그 음으로 만들어진 코드 집합을 의미합니다.,"하나의 조성에서 자연스럽게 사용 가능한 코드를 의미합니다.; 주로 주요 화성진행이나 작곡에서 기준이 되는 재료가 됩니다.; 메이저키의 다이아토닉의 순서는 세븐스코드를 기준으로 'IMaj7-iim7-iiim7-IVmaj7-V7-vim7-viim7b5'로 되어있습니다.; 로마숫자를 활용하여 분석하는데, 메이저는 대문자로 표시하며 마이너는 소문자로 표시합니다.",C 메이저키의 다이아토닉 코드,Cmaj7-Dm7-Em7-FM7-G7-Am7-Bm7b5,"각 조성별 다이아토닉 코드를 외워두면 작곡이나 분석에 많은 도움이 됩니다.; 모든 키를 외우기 힘드니, 로마숫자 순서를 기억하는것이 도움이 됩니다. 로마숫자는 화성 분석시 약자로 자주 쓰이므로 같이 익혀두세요.",스케일; 코드; 초급 화성학,Scale; Chord; Elementary Harmony
101,1,코드펑션,Chord Function,코드기능; 화성기능; 코드의 기능; 코드의 역할,"코드펑션은 각 화음이 조성 내에서 맡는 역할과 기능, 즉 음악 흐름과 긴장·이완의 구조 속에서 차지하는 위치를 뜻합니다.","모든 조성음악에서 코드들은 단순히 나열되는 것이 아니라 각각 고유의 역할을 가지고 이어집니다.; 기본적으로 토닉(Tonic), 서브도미넌트(Subdominant), 도미넌트(Dominant)라는 세 가지 주요 기능이 있습니다.; 각 코드가 맡는 기능을 이해하면, 보다 자연스럽고 논리적인 화성진행 및 작곡이 가능합니다.",C 메이저키의 대표적 코드펑션,"C(토닉), F(서브도미넌트), G(도미넌트) 등으로 각 코드가 맡는 역할이 다릅니다.","각 코드가 맡은 기능을 도수(I, IV, V등)와 함께 외우면 실제 작곡과 분석이 쉽게 됩니다.",다이아토닉,Diatonic
102,101,토닉,Tonic,I; I도; 1도; IM7; Imaj7; I△7,"토닉은 조성의 중심이 되는 첫 번째 음 또는 코드로, 음악 내에서 가장 안정되고 휴식적인 역할을 담당합니다.","토닉은 곡의 시작과 끝에서 자주 사용되어 음악적 결말이나 안정감을 줍니다.; 다이아토닉 스케일에서 1도 음, 1도 코드가 토닉입니다.; 세븐스코드 기준 IM7으로 표기됩니다.",C Major key에서 C 또는 C 메이저코드,C(도) 음 또는 C(도미솔) 코드가 토닉입니다.,토닉은 '음악의 집'이라고 기억하면 이해하기 쉽습니다.,스케일; 세븐스 코드,Scale; Seventh Chord
103,101,슈퍼토닉,Supertonic,II; ii도; 2도; iim7; ii-7,"슈퍼토닉은 스케일의 두 번째 음 또는 그에 해당하는 코드로, 주로 연결이나 전환의 역할을 하는 중간적 기능을 가집니다.",슈퍼토닉은 서브도미넌트와 비슷한 기능으로 코드진행에서 중요한 연결고리 역할을 합니다.; 서브도미넌트와 유사한 기능을 합니다.; 세븐스코드 기준 iim7으로 표기됩니다.,C Major key에서 D 또는 D 마이너코드,D(레) 음 또는 Dm(레파라) 코드가 슈퍼토닉입니다.,슈퍼토닉을 5도(도미넌트)로 진행시키는 것이 자주 쓰이는 패턴입니다.,스케일; 세븐스 코드,Scale; Seventh Chord
104,101,미디언트,Mediant,III; iii도; 3도; iiim7; iii-7,"미디언트는 스케일의 세 번째 음 또는 코드로, 토닉과 도미넌트의 중간을 의미하여 부드러운 연결이나 변화를 주는 기능을 합니다.","미디언트는 메이저스케일에서 따라 마이너 코드로 쓰입니다.; 주요 화음으로 사용되는 경우는 적지만, 멜로디 흐름상 중요한 역할을 합니다.; 토닉과 유사한 기능을 합니다.; 세븐스코드 기준 iiim7으로 표기됩니다.",C Major key에서 E 또는 E 마이너코드,E(미) 음 또는 Em(미솔시) 코드가 미디언트입니다.,미디언트는 토닉과 도미넌트 코드를 이어주는 부드러운 역할을 합니다.,스케일; 세븐스 코드,Scale; Seventh Chord
105,101,서브도미넌트,Subdominant,IV; IV도; 4도; IVMaj7; IVM7; IV△7,"서브도미넌트는 스케일의 네 번째 음 또는 코드로, 토닉에서 도미넌트로 이행할 때 중요한 연결 기능을 합니다.","서브도미넌트 코드는 음악에 변화를 주고, 연결과 진행의 역할을 맡습니다.; 강한 긴장이나 해소를 만들지는 않지만, 음악에 부드러운 색채를 입힙니다.; 세븐스코드 기준 IVmaj7으로 표기됩니다.",C Major key에서 F 또는 F 메이저코드,F(파) 음 또는 F(파라도) 코드가 서브도미넌트입니다.,서브도미넌트는 도미넌트로 자연스럽게 연결되는 브리지 역할을 기억하세요.,스케일; 세븐스 코드,Scale; Seventh Chord
106,101,도미넌트,Dominant,V; V도; 5도; V7; Vdom7,"도미넌트는 스케일의 다섯 번째 음 또는 코드로, 가장 강한 긴장을 만들어 토닉으로 진행하려는 성격이 큽니다.","도미넌트에는 기준 조성 스케일의 7번째 음인 리딩톤이 포함되어 있어, 토닉으로 가려는 힘이 큽니다.; 세븐스코드 기준 V7로 표기됩니다.",C Major key에서 G 또는 G 메이저코드,G(솔) 음 또는 G(솔시레) 코드가 도미넌트입니다.,도미넌트 다음에 토닉이 올 때 음악이 완전히 안정된다는 점을 자주 체험해보세요.; 도미넌트를 활용한 여러가지 고급화성기법을 배울 수 있습니다.,스케일; 세븐스 코드,Scale; Seventh Chord
107,101,서브미디언트,Submediant,VI; vi도; 6도; vim7; vi-7,"서브미디언트는 스케일의 여섯 번째 음 또는 코드로, 토닉의 상대 단조로 연결되거나 작곡에서 색다른 감정을 부여하는 역할을 합니다.","서브미디언트 코드는 주로 부드러운 변화, 전조, 전환 등에 자주 쓰입니다.; 토닉과 유사한 기능을 합니다.; 세븐스코드 기준 vim7으로 표기됩니다.",C Major key에서 A 또는 A 마이너코드,A(라) 음 또는 Am(라도미) 코드가 서브미디언트입니다.,서브미디언트는 곡의 분위기를 부드럽게 바꾸는 용도로 자주 활용됩니다.,스케일; 세븐스 코드,Scale; Seventh Chord
108,101,리딩톤,Leading Tone,VII; vii도; 7도; viim7b5; viiø7,"리딩톤은 스케일의 일곱 번째 음 또는 코드로, 다음에 올 토닉(1도)으로 강하게 진행하려는 성격이 있습니다.","7도 음은 반음만 올라가면 1도(토닉)이 되기 때문에 매우 불안정하고, 자연스럽게 토닉으로 넘어가려는 힘이 있습니다.; 도미넌트와 유사한 기능을 합니다.; 세븐스코드 기준 viim7b5 또는 viiø7로 표기됩니다.",C Major key에서 B 또는 B 디미니시드코드,B(시) 음 또는 Bo(시레파) 코드가 리딩톤 입니다.,리딩톤의 음(7도)은 항상 토닉으로 빨려 들어가듯 해소된다는 점을 기억하세요.; 이끈음의 용어와 비슷하지만 다이아토닉 관점에서 보고있기 때문에 코드를 기억해야합니다.,스케일; 세븐스 코드,Scale; Seventh Chord
109,1,코드펑션을 활용한 작곡,Chord Function Composition,코드기능적 작곡; 코드대체; 편곡; Chord arrange; 코드 어레인지,"코드펑션 작곡은 화성의 기능에 따라 코드들을 분류하고, 동일한 기능을 가진 코드들끼리 서로 대체하여 곡을 만드는 방법입니다.","화성학에서 코드는 일반적으로 기능에 따라 조성 중심(토닉, Tonic), 준비(서브도미넌트, Subdominant), 긴장 및 해결(도미넌트, Dominant) 등으로 나눕니다.; 같은 기능을 가진 코드들은 유사한 역할을 하므로, 서로를 대체해 곡의 분위기를 변화시킬 수 있습니다.; 이 방식은 곡을 편곡하거나, 새로운 코드를 시도할 때 다양성과 창의성을 높여줍니다.",Imaj ⇒ iiim7 또는 vim7,"C메이저 키에서 Cmaj7(Imaj7)은 Em7(iiim7), Am7(vim7)과 중심 기능을 공유하므로, 곡의 특정 부분에서 서로 바꿔 사용해도 자연스럽게 들립니다.","기본 3화음이나 7화음도 대체 가능한 관계를 숙지하면, 자동으로 코드 진행 아이디어가 풍부해집니다.; 단, 멜로디와 코드가 충돌하지 않도록 바꾼 코드의 구성음이 멜로디 음과 어울리는지 항상 귀로 확인해 보아야 합니다.; 곡의 분위기 변화, 즉 미묘한 감정차이를 만들고 싶을 때 코드펑션 대체를 활용하면 좋습니다.",코드펑션; 코드,Chord Function; Chord
110,109,토닉 계열 코드,Tonic Function Chords,토닉; 미디언트; 서브미디언트; Tonic; Mediant; Submediant,"토닉계열의 코드는 곡의 안정을 느끼게 하며, 메이저키 기준 Imaj, iiim7, vim7가 이에 해당합니다.","토닉 계열 코드는 음계의 '근음' 역할을 하며 곡의 시작과 끝, 혹은 안정이 필요한 구간에서 사용됩니다.; 각 코드별로 사용하는 느낌과 색깔이 다르나, 전체적으로 음악에 안정과 균형을 제공합니다.","Cmaj7, Em7, Am7","모두 C 메이저 키에서 조성 중심 기능을 하는 코드들이며, 곡의 멜로디와 하모니의 안정을 만듭니다.",토닉계열의 코드들은 곡의 끝(종지)이나 출발점에 사용하면 자연스러운 흐름을 만듭니다.,코드펑션; 코드,Chord Function; Chord
111,109,서브도미넌트 계열 코드,Subdominant Function Chords,서브도미넌트; 슈퍼토닉; Subdominant; Supertonic;,"서브도미넌트 계열 코드는 긴장감의 중간 상태를 만들며 메이저키 기준 IVmaj7, iim7 가 이에 포함됩니다.",서브도미넌트 계열 코드는 토닉 계열 코드와 도미넌트 계열 코드 사이에서 역할을 하여 곡의 진행감을 살립니다.,"Fmaj7, Dm7",C메이저 키에서 서브도미넌트 역할을 담당합니다.,곡 전개 중 분위기 전환이 필요할 때 사용하기 좋습니다.,코드펑션; 코드,Chord Function; Chord
112,109,도미넌트 계열 코드,Dominant Function Chords,도미넌트; 리딩톤; Dominant; Leading Tone;,"도미넌트 계열 코드는 곡의 긴장과 해소를 유도하는 역할로 메이저키 기준 V7, viim7b5 이 이에 포함됩니다.","도미넌트 계열 코드는 곡 내에서 불안정, 긴장감을 만들어내며, 대부분 다음에 오는 코드에서 안정감을 찾게 만듭니다.; viim7b5는 V7 코드의 일부 성격을 공유하며, 같은 도미넌트 역할을 수행할 수 있습니다.","G7, Bm7b5","V7과 viim7b5 모두 도미넌트 기능을 하며, 진행상 대체가 가능합니다.","종지에서 도미넌트 계열 코드에서 토닉 계열 코드로 전환하면 자연스러운 해결감을 줍니다.; 단, viim7b5의 경우 이끈음이 근음이기 때문에 매우 불안정한 소리가 만들어지므로, 코드 대체시 주의가 필요합니다.",코드펑션; 코드,Chord Function; Chord
113,1,가이드톤,Guide Tone,가이드노트; 핵심음; Guide Note,"가이드톤은 한 코드의 고유한 성격과 기능을 결정지어주는 핵심 음으로, 3도와 7도를 지칭합니다.","이 두 음은 코드가 메이저/마이너 혹은 세븐스 등 어떤 종류인지를 결정짓는 중요한 음입니다.; 예를 들어, C7 코드에서 E(3음)과 Bb(7음)은 이 코드가 단순한 C메이저가 아니라 세븐스 코드임을 구분하게 해줍니다.; 재즈나 즉흥 연주에서 연주의 뼈대를 잡아주며, 베이스와 멜로디 사이에서 조화로운 진행을 만드는 역할을 합니다.",C7 코드의 가이드톤,C7 코드에서 E(장3도)와 Bb(단7도)는 코드의 가장 중요한 성격을 나타내주는 가이드톤입니다.,"코드 보이싱이나 연주 시 가이드톤만을 골라 연주해도 전체적인 화성이 유지됩니다.; 재즈 컴핑이나 아르페지오, 즉흥 연주를 할 때 가이드톤 라인을 따라가면 깔끔하면서도 효과적인 연주가 가능합니다.; 고급 화성학에서 이를 활용한 편곡법도 있습니다.",코드; 상대적 접근법,Chord; Relative Approch
114,1,프라이머리 도미넌트,Primary dominant,기준도미넌트코드; 조성내 도미넌트코드; 도미넌트코드 ,"프라이머리 도미넌트는 곡의 조성에서 가장 기본이 되는 도미넌트 코드로, 5도의 위치에 있으며 토닉(으뜸화음)으로 강하게 해결되는 역할을 합니다.","프라이머리 도미넌트는 한 조의 핵심 긴장–해결 구조에서 해결점(토닉) 직전에 위치한 가장 기본적인 5도 코드를 의미합니다.; 주 조성(key)의 5번째 음을 근음으로 하는 7화음이 대표적이며, 예를 들어 C메이저의 경우 G7(V7)이 프라이머리 도미넌트입니다.; 프라이머리 도미넌트는 조성에서 한개밖에 존재하지 않습니다.",C Major key에서 G7,"C메이저 키에서는 5번째 음인 G를 근음으로 하는 G7 코드가 프라이머리 도미넌트 역할을 하며, C(토닉)으로 해소됩니다.","프라이머리 도미넌트는 반드시 주어진 조성의 5도 코드임을 기억하고, 토닉으로 자연스럽게 연결해보세요.; 이 성질을 이용하여, 중급화성학에서 논다이아토닉에 대한 개념을 이해할 수 있습니다.",다이아토닉,Diatonic
115,,중급 화성학,Intermediate Harmony,중급 단계 화성학; 중급 화성 이론,"중급 화성학은 기본 다이아토닉 코드와 코드 기능을 넘어, 곡의 색채와 긴장감을 확장하는 다양한 화성 조화 기법을 배우는 단계입니다.","기초 화성학에서는 주로 다이어토닉 코드와 코드 기능을 배우지만, 중급 단계에서는 세컨더리 도미넌트, 릴레이티드 투 마이너, 트라이톤 서브스티튜션, 텐션 등 논다이어토닉(Nondiatonic) 음과 복잡한 변화를 다룹니다.",C메이저 곡에서 D7(세컨더리 도미넌트),C 메이저키에서 D7을 삽입하여 잠시 G메이저처럼 느끼게 만든 뒤 G7(도미넌트)로 연결할 수 있습니다.,"새로운 코드를 사용할 때는 해당 코드의 기능, 해결 방향, 멜로디와의 어울림을 꼭 확인하세요.; 각 기법은 곡 전체의 분위기와 조성에 큰 영향을 주므로, 남용하지 않고 적절히 배치하는 것이 중요합니다.",초급 화성학,Elementary Harmony
116,1,세컨더리 도미넌트,Secondary Dominant,부7화음; 세컨더리; S.D,"세컨더리 도미넌트는 현재 조성의 프라이머리 도미넌트(기본 도미넌트) 이외의 다이어토닉 코드 각각에 임시로 적용되는 도미넌트 코드로, 일시적으로 조성이 변한 것처럼 강한 해결감을 부여합니다.","세컨더리 도미넌트는 'V of~' 또는 'V7/대상코드'의 형식으로 표현되며, 조성의 기본 도미넌트(V7)가 아닌 다른 다이어토닉 코드에 위치한 프라이머리 도미넌트를 임시로 사용하여 V-I의 해결감의 원리를 이용한 이론입니다.; 이를 통해 다양한 색채와 긴장, 예기치 못한 해결감을 연출할 수 있습니다.; 예를 들어 C 메이저키 에서 D7(V7/V(G 메이저 키의 프라이머리 도미넌트))은 G(C 메이저 키의 프라이머리 도미넌트)로의 해결을 유도하므로, G 코드가 마치 일시적으로 곡의 중심이 된 것 같은 효과를 냅니다.; 하지만 모든 다이어토닉 코드에 세컨더리 도미넌트를 사용할 수 있는 것은 아니며, iim7,  iiim7, vim7, V7에는 적용이 가능하지만, viim7b5의 경우 적용이 제한적입니다. 왜냐하면, vii(B음)의 5도(도미넌트)는 #IV(F#)음이기 때문에, 다이아토닉 내에 존재하지 않으므로 세컨더리도미넌트라고 할 수 없습니다.",D7(V7/V) in C major key,"C메이저에서 D7 코드를 사용하는 것은, G(프라이머리 도미넌트) 코드로 강력하게 해결시키려는 의도이며, D7-G7-C로 이어지는 진행에서 바로 확인할 수 있습니다.","프라이머리 도미넌트(V7)를 비롯한 도미넌트 계열 외에는 대상 코드의 다이어토닉내의 음이 존재하는지 여부, 특성을 고려해 사용 여부를 판단하세요.; 용법이 확실히 익숙해지면 다양한 곡에 독특한 분위기와 확장성을 부여할 수 있습니다.",프라이머리 도미넌트; 코드펑션; 다이아토닉,Primary dominant; Chord Function; 다이아토닉
117,1,릴레이티드 투 마이너,Related ii minor,릴레이티드; Related; Related ii-V; 듀얼펑션; Dual Function,"릴레이티드 투 마이너는 세컨더리 도미넌트(V7 of X) 코드 앞에 그 도미넌트가 해결될 화음의 ii 마이너 코드를 미리 배치하여, 임시적으로 ii-V 진행을 만드는 화성 기법입니다.","이 기법은 5도 세컨더리 도미넌트(V7 of X) 진행을 좀 더 부드럽고 풍성하게 만들기 위해, 대상 코드(X)의 ii마이너를 그 앞에 함께 두는 방식입니다.; 이렇게 쪼갠 형태를 'ii-V'라고 부르며, 세컨더리 도미넌트와 거의 붙어서 등장하는 것이 일반적입니다.; 릴레이티드 투 마이너 패턴은 다이아토닉(조성 안)에서도, 논다이아토닉(조성 밖)에서도 모두 사용될 수 있어서, 듀얼 펑션(Dual Function) 진행이라고도 부릅니다.; 이 패턴은 재즈, 팝, R&B 등에서 흔히 사용되며, 코드 진행의 유연성과 색채를 크게 높여줍니다.",F#m7(b5)-B7-Em7,F#m7b5(논다이아토닉)이 B7(세컨더리 도미넌트)와 함께 Em7(III)로 해결되는 전형적 논다이아토닉 릴레이티드 투 마이너 예시입니다,"릴레이티드 투 마이너 ii-V는 꼭 외우지 않아도 다이어토닉과 논다이아토닉 모두에서 자연스럽게 들릴 수 있습니다.; 세컨더리 도미넌트(V7) 앞에 대상 코드의 ii마이너가 따라붙는 것을 발견하면, 이론적으로 분석해보고 실전에서 자주 연주하면서 감각을 익혀 보세요.; 재즈에서는 이런 패턴을 의도적으로 변형하거나 확장해 즉흥 연주에 다양하게 활용합니다.",세컨더리 도미넌트; 다이아토닉,Secondary Dominant; Diatonic
118,1,트라이톤 서브스티튜션,Tritone Substitution,트라이톤 대리; 증4도 대리화음; Tritone sub; T.S,트라이톤 서브스티튜션은 도미넌트 7화음(V7)의 루트에서 트라이톤(증4도/감5도) 떨어진 위치의 또 다른 도미넌트 7화음으로 대체하는 화성 기법입니다.,"V7 코드의 3도와 b7도 음정(가이드톤)은 트라이톤 간격을 이루며, 이 두 음이 트라이톤 서브스티튜션 코드(♭II7)에서도 동일하게 등장합니다.; 이러한 음정의 유사성 때문에 트라이톤 관계에 있는 두 도미넌트 7코드는 다른 근음을 가지지만 비슷한 긴장감을 지니므로, 진행상 자연스럽게 서로 대체할 수 있습니다.; 예를 들어, G7(솔-시-레-파) 대신 Db7(레b-파-라b-도b)을 사용하면, 3음(B)와 b7음(F)가 Db7의 b7음(Cb= B)와 3음(F)로 겹쳐 동일한 핵심 긴장감을 만듭니다.",Dm7 → Db7 → Cmaj7,"C메이저 조성에서 V7(G7) 대신 bII7(Db7)으로 대체하여, Db7 → Cmaj7의 반음 하행 베이스 이동과 재즈적인 해결감을 경험할 수 있습니다.","트라이톤 서브스티튜션을 사용할 때 멜로디와 텐션의 충돌 여부에 유의해야 하며, 특히 코드 구성음이 달라질 수 있는 점을 귀로 확인하세요.; 서브스티튜션한 코드는 일반적으로 원래 도미넌트처럼 토닉(으뜸음)으로 해결해야 가장 자연스럽게 들립니다.; 이를 ii-V 진행과 결합한다면 일시적으로 큰 조성의 변화가 안정적이게 느껴집니다.",도미넌트; 도미넌트세븐코드; 가이드톤,Dominant; Dominant7 Chord; Guide Tone
119,1,익스텐디드 도미넌트,Extended Dominant,연쇄 도미넌트; Chain Dominant; 확장 도미넌트,"익스텐디드 도미넌트는 한 코드로 바로 해결하지 않고, 두 개 이상의 도미넌트 7화음을 5도씩 연결하며 마지막에 원하는 목표 코드(주로 토닉)로 해결하는 진행을 의미합니다.","익스텐디드 도미넌트에서는 도미넌트 코드(V7)가 반복적으로 연달아 등장하는데, 각 도미넌트가 다음 도미넌트의 5도 위에 배치되어 있습니다.; 이런 식의 도미넌트 연쇄는 음악을 임시 전조시키는 듯한 긴장과 기대를 쌓아 올리며, 마지막에 도달하는 토닉 코드에서 강한 해소감을 줍니다.; 예를 들어, C로 귀결시키기 위해 E7-A7-D7-G7-C와 같이 연달아 5도씩 내리면서 도미넌트를 쌓는 진행을 익스텐디드 도미넌트라고 부릅니다.",B7-E7-A7-D7-G7-Cmaj7,"C로 진행하는 여러 개의 도미넌트를 연결한 예시입니다. 각 V7 코드는 다음 코드로 5도 하행하며, 마지막에 Cmaj7에 도달해 긴장을 해소합니다","익스텐디드 도미넌트는 곡에 극적인 긴장감과 화성적 다양성을 줄 때 효과적입니다.; 연속되는 도미넌트의 배치에 따라 곡의 분위기가 빠르게 변화할 수 있으므로, 진행의 전체적인 맥락을 고려해 사용해야 합니다.; 목표 코드에 도달하지 않고 멈추거나, 예상과 다른 곳으로 해결하면 재즈풍의 의외성과 변화를 연출할 수도 있습니다.",세컨더리 도미넌트; 5도권,Secondary Dominant; Circle of Fifths
120,1,텐션,Tension,확장음; 텐션 노트; 텐션 코드; 텐션 음; Tension Chord,"텐션은 코드의 기본 구성음(1, 3, 5, 7)이 아닌, 코드에 추가되어 화성의 색채와 긴장감을 더해주는 9도, 11도, 13도 등 확장음을 뜻합니다.","텐션은 코드의 복잡성과 풍성함을 높여 주는 음으로, 기본 4화음 위에 쌓이거나 사용되는 장식적·확장적 역할을 합니다.; 텐션은 코드의 종류(메이저, 마이너, 도미넌트 등)에 따라 허용되는 음과 금지되는 음이 다르며, 특정 텐션은 코드의 기능이나 분위기를 극적으로 바꿀 수 있습니다.; 재즈, 팝, R&B, 퓨전 등 현대곡에서 텐션은 필수적 요소로 사용되어 더욱 섬세하고 컬러풀한 하모니를 만듭니다.; C major scale 기준 8음(높은 도) 이상부터 9음(레) 11음(파) 13음(라)로 되어있습니다. 이는 샾과 플랫을 사용하여 변형이 가능합니다.",Cmaj7(9),Cmaj7 코드(도-미-솔-시)에 9음(레)을 추가하여 풍부하고 시원한 사운드를 만들어냅니다.,"텐션을 넣을 때는 멜로디와의 충돌, 불협화음을 항상 귀로 확인하는 습관을 들이세요.; 코드의 종류(예: Maj7, m7, 7)에 따라 사용 가능한 텐션이 다르니 관련 표나 규칙을 참고하면 도움이 됩니다.; 과도한 텐션 사용은 곡의 이미지를 흐릴 수 있으므로 곡 분위기에 어울리게 선택하는 것이 중요합니다.",세븐스 코드,Seventh Chord
121,120,메이저세븐코드에서 사용 가능한 텐션,Tensions Available on Major 7th Chords,Maj7 텐션; 메이저세븐 텐션,"메이저세븐코드에서 사용 가능한 텐션으로는 9, #11, 13이 대표적이며, 이들은 코드의 기본음 위에 추가되어 더욱 풍성하고 색채감 있는 사운드를 만들어줍니다.","메이저세븐코드는 1, 3, 5, 7음으로 이루어진 기본 4화음입니다.; 여기에 텐션을 더함으로써 조화로운 확장음을 만들어 낼 수 있고, 각 텐션은 독특한 분위기와 색깔을 더해줍니다.; 이 세 가지 텐션(9, #11, 13)은 주로 Cmaj7(9, #11, 13) 등과 같이 명시적으로 표기하며, 모두 동시에 또는 일부만 활용할 수도 있습니다.; ",Cmaj7(#11),Cmaj7 코드(도-미-솔-시)에 F#(#11)를 추가하면 신비롭고 밝은 분위기가 강조됩니다.,"메이저세븐 코드에는 b9, #9, b13 등 강한 불협화 텐션은 사용하지 않습니다.; 단 특별한 의도로 사용되는 경우에는 일시적으로 허용될 수 있습니다.",세븐스 코드,Seventh Chord
122,120,마이너세븐코드에서 사용 가능한 텐션,Tensions Available on Minor 7th Chords,m7 텐션; 마이너세븐 텐션,"마이너세븐코드에서 사용 가능한 텐션으로는 9, 11, 13 텐션이 사용 가능합니다. 텐션을 추가하면 대부분의 곡에서 감성적이면서도 풍부한 색채감을 더할 수 있습니다.","마이너세븐코드는 1, b3, 5, b7음으로 이루어진 기본 4화음입니다.; 여기에 텐션을 더함으로써 조화로운 확장음을 만들어 낼 수 있고, 각 텐션은 독특한 분위기와 색깔을 더해줍니다.; 이 세 가지 텐션(9, 11, 13)은 주로 Dm7(9, 11, 13) 등과 같이 명시적으로 표기하며, 모두 동시에 또는 일부만 활용할 수도 있습니다.; ",Cm7(11),Cm7 코드(도-미b-솔-시b)에 11(파)을 더해 차분하며 몽환적인 분위기를 연출할 수 있습니다.,"마이너세븐코드에서 b9, #11, b13 등은 보통 사용하지 않으나, 특정 모드(예: 도리안, 프리지안 등)에서 가능할 수 있습니다.",세븐스 코드,Seventh Chord
123,120,도미넌트세븐코드에서 사용 가능한 텐션,Tensions Available on Dominant 7th Chords,7 텐션; 도미넌트세븐 텐션,"도미넌트세븐코드는 9, b9, #9, 11, #11, 13, b13 등 거의 모든 종류의 텐션을 자유롭게 적용할 수 있습니다.","도미넌트세븐코드는 화음 내 불안정하고 긴장감 있는 특성 덕분에 텐션을 많이 쌓아도 조화롭게 들리는 특징이 있습니다.; 특히 b9, #9, #11, b13 등은 도미넌트 코드에만 특징적으로 사용되며, 재즈/블루스/팝 등 다채로운 분위기를 연출합니다.; 코드 기호에는 예를 들어 G7(b9, #9, 13)과 같이 여러 텐션을 중복 표기할 수 있습니다.","G7(b9,#9,13)","G7코드(솔-시-레-파)에 b9(라b), #9(라#), 13(미)를 모두 더하면 재즈적이고 강렬한 긴장이 생깁니다.","도미넌트세븐코드에는 거의 모든 텐션이 허용되나, 동시에 여러 텐션을 쌓을 땐 멜로디와의 충돌을 항상 확인해야 합니다.; 긴장감이 더 세질수록 다음 화음(토닉)으로의 해결이나 감정 변화가 더 극적으로 느껴집니다.",세븐스 코드,Seventh Chord
124,,고급 화성학,Advanced Harmony,고급 화성 이론; Advanced Chord Theory,"고급 화성학은 전통적인 다이어토닉 중심의 화성학을 넘어, 복잡하고 창의적인 화성 구조, 현대적 화성 기법과 체계적인 확장 기법을 다루는 단계입니다.","고급 화성학에서는 더 이상 단순한 다이어토닉 혹은 세컨더리 코드에 머무르지 않고, 모달 인터체인지, 모드스케일, 대리화성, Upper Structure triad, 폴리코드, 비화성음의 체계적 활용 등 확장적 기법을 폭넓게 탐구합니다.",Upper Structure Triad,"C7 코드 위에 D메이저 트라이어드(9, #11, 13 포함)를 쌓아 다양한 텐션과 어퍼 스트럭처를 활용합니다.",고급 화성학 이론은 상황에 맞는 '감상적 판단'과 '귀로 듣는 확인'이 반드시 병행되어야 진정한 음악적 힘이 나타납니다.; 복잡한 텐션이나 폴리코드처럼 서로 다른 음 사이의 충돌·배치·해소를 귀로 자주 연습하여 현대적 컨셉을 익혀보세요.,중급 화성학,Intermediate Harmony
125,1,고급 스케일,Advanced Scales,심화 스케일; 모드스케일; 비다이어토닉 스케일,"고급화성학에서의 스케일과정은 메이저·마이너 중심의 기본 음계에서 확장된, 보다 복잡하고 독특한 음정 구조를 지닌 다양한 스케일을 포괄하는 용어입니다. 이들 스케일은 현대적·실험적 음악이나 재즈, 퓨전 등에서 색채감, 긴장감, 독창성을 부여하기 위해 사용됩니다.","고급 스케일에서는 전통 조성음악을 넘어서는 음계들(모드, 블루스, 펜타토닉, 홀톤, 디미니쉬드, 얼터드, 크로매틱 등)이 포함되어, 특정 코드·화성·즉흥 연주에서 개성 있는 색채와 분위기를 만듭니다.; 각 스케일은 음정 배열, 포함된 음의 개수, 특징적 텐션 등이 고유하여, 기본 스케일로는 표현하기 어려운 미묘하거나 파격적인 음악적 효과를 얻을 수 있습니다.; 곡, 편곡, 애드립, 솔로 등 많은 음악 실전에서 이들 스케일은 음악적 상상력을 넓히는 열쇠로 작용합니다.",홀톤 스케일,"온음-온음으로만 이루어진 6음 스케일로, 몽환적이면서 현대적인 사운드를 연출합니다.","애드립, 재즈, 영화음악 등에서 활용하면 음악에 깊은 개성과 색다른 긴장감을 줄 수 있습니다.; 복잡한 구조 때문에 처음엔 낯설 수 있지만, 여러 번 사용해보면 자연스럽게 귀에 익힐 수 있습니다.",스케일,Scale
